state_po,topic,lvl,month,pct
WV,Education & Learning,2,may,7.06
PA,Education & Learning,2,may,10.32
NC,Education & Learning,2,may,8.14
MN,Education & Learning,2,may,8.47
NH,Education & Learning,2,may,10.17
OR,Education & Learning,2,may,9.14
NY,Education & Learning,2,may,10.35
SC,Education & Learning,2,may,6.31
OH,Education & Learning,2,may,8.09
KS,Education & Learning,2,may,9.4
CO,Education & Learning,2,may,6.19
KY,Education & Learning,2,may,7.66
IL,Litigation procedure,0,may,0.05
FL,Litigation procedure,0,may,0.08
AZ,UI behavior,0,may,0.18
MA,UI behavior,0,may,0.12
WA,Salary benchmarks,0,may,0.19
WI,Salary benchmarks,0,may,0.22
FL,Salary benchmarks,0,may,0.16
CA,Live coverage,0,may,0.02
NY,Home organization,0,may,0.06
WA,Home organization,0,may,0.08
TX,Home organization,0,may,0.08
CA,Trivia,0,may,0.68
MA,Trivia,0,may,0.65
MO,Trivia,0,may,0.74
NE,Trivia,0,may,0.67
NM,Trivia,0,may,0.61
TN,Trivia,0,may,0.67
KY,Trivia,0,may,0.78
OH,Trivia,0,may,0.74
IL,Trivia,0,may,0.76
MN,Trivia,0,may,0.7
VA,Trivia,0,may,0.6
MD,Data analysis reasoning,0,may,0.1
MA,Data analysis reasoning,0,may,0.14
MI,Data analysis reasoning,0,may,0.13
OH,Data analysis reasoning,0,may,0.09
PA,Data analysis reasoning,0,may,0.12
AZ,Data analysis reasoning,0,may,0.1
TX,Data analysis reasoning,0,may,0.12
GA,Config files,1,may,0.08
TX,Config files,1,may,0.05
IL,Build pipelines,0,may,0.07
CA,Build pipelines,0,may,0.04
PA,Build pipelines,0,may,0.08
MI,Tone rewriting,0,may,0.46
KS,Tone rewriting,0,may,0.57
MA,Tone rewriting,0,may,0.51
WA,Tone rewriting,0,may,0.45
GA,Tone rewriting,0,may,0.4
WI,Tone rewriting,0,may,0.49
CO,Tone rewriting,0,may,0.47
NC,Tone rewriting,0,may,0.44
MN,Instruments,0,may,0.15
CA,Spreadsheet UI,0,may,0.01
TX,Celebrity and Pop Culture,0,may,0.02
NY,Business registration,0,may,0.02
TX,Business registration,0,may,0.03
VA,ML and data science,1,may,0.19
NV,ML and data science,1,may,0.23
DC,Contract drafting,0,may,0.26
MI,Contract drafting,0,may,0.22
NY,Contract drafting,0,may,0.2
UT,Contract drafting,0,may,0.35
MD,Contract drafting,0,may,0.15
PA,Interactive fiction,0,may,0.3
MN,Interactive fiction,0,may,0.27
OH,Interactive fiction,0,may,0.34
NC,Interactive fiction,0,may,0.27
CA,Interactive fiction,0,may,0.14
NY,Interactive fiction,0,may,0.14
TN,Religion and Spirituality,1,may,0.28
IN,Religion and Spirituality,1,may,0.19
MO,Religion and Spirituality,1,may,0.26
AZ,Religion and Spirituality,1,may,0.23
LA,Religion and Spirituality,1,may,0.38
FL,Religion and Spirituality,1,may,0.21
HI,Document Processing & Extraction,2,may,3.1
DE,Document Processing & Extraction,2,may,3.27
WV,Document Processing & Extraction,2,may,4.2
NJ,Document Processing & Extraction,2,may,3.08
MA,Document Processing & Extraction,2,may,3.29
AZ,Document Processing & Extraction,2,may,2.79
NH,Document Processing & Extraction,2,may,2.71
PR,Document Processing & Extraction,2,may,5.01
MO,Document Processing & Extraction,2,may,2.88
OH,Document Processing & Extraction,2,may,2.6
AL,Document Processing & Extraction,2,may,3.03
AK,Document Processing & Extraction,2,may,2.9
NC,Document Processing & Extraction,2,may,2.97
CA,Art history,1,may,0.01
FL,Education finance,0,may,0.05
CA,AI agent design,1,may,0.46
CT,AI agent design,1,may,0.37
TN,Workplace conflict,0,may,0.17
VA,Workplace conflict,0,may,0.27
TX,Cloud storage,0,may,0.02
MN,Medical education,0,may,0.27
MA,Medical education,0,may,0.24
CA,Cook scheduling,0,may,0.02
IL,Data pipelines,0,may,0.08
GA,Data pipelines,0,may,0.09
MD,Education & Learning,2,may,10.52
VT,Education & Learning,2,may,10.11
OK,Education & Learning,2,may,7.88
SD,Education & Learning,2,may,8.35
IA,Education & Learning,2,may,14.2
GA,Education & Learning,2,may,8.07
MO,Education & Learning,2,may,7.61
NJ,Education & Learning,2,may,10.5
CO,UI behavior,0,may,0.15
NC,UI behavior,0,may,0.14
MI,UI behavior,0,may,0.17
IN,UI behavior,0,may,0.23
CA,Bilingual drafting,1,may,0.02
NC,Salary benchmarks,0,may,0.16
NJ,Salary benchmarks,0,may,0.17
VA,Public records lookup,0,may,0.07
TX,Infant care,0,may,0.04
WA,Infant care,0,may,0.08
VA,Benefits navigation,0,may,0.11
NY,Benefits navigation,0,may,0.12
MD,Workplace writing,1,may,2.95
RI,Workplace writing,1,may,2.72
OK,Workplace writing,1,may,2.02
ND,Workplace writing,1,may,2.41
AZ,Workplace writing,1,may,2.64
PA,Workplace writing,1,may,2.53
HI,Workplace writing,1,may,3.38
IL,Immigration and visa information,0,may,0.06
NJ,Immigration and visa information,0,may,0.09
CA,Vehicle diagnostics,0,may,0.12
NJ,Vehicle diagnostics,0,may,0.08
WA,Vehicle diagnostics,0,may,0.19
NY,Vehicle diagnostics,0,may,0.09
TX,Vehicle diagnostics,0,may,0.18
IL,Professional credentialing,0,may,0.06
WA,Professional credentialing,0,may,0.05
VA,Professional credentialing,0,may,0.09
IL,Prompt engineering,1,may,0.06
VA,Prompt engineering,1,may,0.07
MD,Instructional design,0,may,0.43
HI,Instructional design,0,may,0.52
MN,Instructional design,0,may,0.3
PA,Instructional design,0,may,0.37
AR,Instructional design,0,may,0.65
LA,Instructional design,0,may,0.53
CT,Instructional design,0,may,0.48
OH,Instructional design,0,may,0.45
MA,Instructional design,0,may,0.38
CT,Property transactions,0,may,0.21
OR,Property transactions,0,may,0.19
MN,Property transactions,0,may,0.15
MA,Property transactions,0,may,0.14
VA,Property transactions,0,may,0.1
AZ,Property transactions,0,may,0.12
CA,Repository inspection,0,may,0.02
AZ,Cosmetics and Personal Care,1,may,0.3
AL,Cosmetics and Personal Care,1,may,0.34
GA,Cosmetics and Personal Care,1,may,0.31
LA,Cosmetics and Personal Care,1,may,0.3
NC,Cosmetics and Personal Care,1,may,0.3
MI,Cosmetics and Personal Care,1,may,0.33
PA,Cosmetics and Personal Care,1,may,0.32
TX,Migration debugging,0,may,0.03
MA,Law study,1,may,0.32
NC,Law study,1,may,0.07
DC,Law study,1,may,0.58
VA,Law study,1,may,0.19
AZ,Infrastructure planning,0,may,0.13
PA,Infrastructure planning,0,may,0.12
FL,Infrastructure planning,0,may,0.12
NJ,Infrastructure planning,0,may,0.14
MI,Presentation authoring,0,may,0.79
HI,Presentation authoring,0,may,0.74
KS,Presentation authoring,0,may,0.57
TX,Presentation authoring,0,may,0.98
NC,Presentation authoring,0,may,0.91
LA,Presentation authoring,0,may,0.64
AR,Presentation authoring,0,may,0.83
NE,Presentation authoring,0,may,0.87
PR,Presentation authoring,0,may,1.72
NM,Presentation authoring,0,may,1.05
IL,Conversation & Meeting Intelligence,2,may,0.29
TX,Conversation & Meeting Intelligence,2,may,0.43
AZ,Conversation & Meeting Intelligence,2,may,0.34
NJ,Conversation & Meeting Intelligence,2,may,0.38
OK,Conversation & Meeting Intelligence,2,may,0.42
IN,Conversation & Meeting Intelligence,2,may,0.3
MI,Word choice and writing,1,may,0.14
PA,Word choice and writing,1,may,0.13
VA,Word choice and writing,1,may,0.1
PA,Skill file creation,0,may,0.08
NJ,Skill file creation,0,may,0.09
GA,Skill file creation,0,may,0.09
ID,Self-reflection,1,may,0.56
HI,Self-reflection,1,may,0.76
AZ,Self-reflection,1,may,0.58
CA,Self-reflection,1,may,0.62
TN,Self-reflection,1,may,0.62
IL,Self-reflection,1,may,0.61
IA,Self-reflection,1,may,0.84
MD,Desktop apps,1,may,0.11
FL,Desktop apps,1,may,0.17
AZ,Desktop apps,1,may,0.18
NJ,Legal concepts,0,apr,0.1
FL,Math tutoring,0,apr,0.57
IL,Math tutoring,0,apr,0.95
CO,Math tutoring,0,apr,0.74
KY,Math tutoring,0,apr,0.61
RI,Math tutoring,0,apr,1.29
NC,Photo compositing,0,apr,0.11
OH,Rubric evaluation,0,apr,0.2
DC,Rubric evaluation,0,apr,0.37
NJ,Personal ai assistant — other,1,apr,0.09
NY,Personal ai assistant — other,1,apr,0.06
MA,Data record lookup,0,apr,0.11
FL,Data record lookup,0,apr,0.13
CA,Statistics and records,0,apr,0.02
CA,Conversation scripting,0,apr,0.03
TX,Model deployment,0,apr,0.05
NY,Model deployment,0,apr,0.04
WA,Customer support and service,1,apr,0.52
GA,Customer support and service,1,apr,0.5
OH,Customer support and service,1,apr,0.49
WI,Customer support and service,1,apr,0.38
NH,Customer support and service,1,apr,0.72
CA,Customer support and service,1,apr,0.51
MA,Customer support and service,1,apr,0.36
CA,Video retrieval,0,apr,0.02
FL,Book recommendations,0,apr,0.04
CA,Camera technique,0,apr,0.05
IL,Camera technique,0,apr,0.07
TX,Commerce,0,apr,0.06
CA,Document processing and extraction — other,1,apr,0.02
CA,Itinerary planning,0,apr,0.62
FL,Itinerary planning,0,apr,0.51
OR,Itinerary planning,0,apr,0.59
CO,Itinerary planning,0,apr,0.57
PA,Itinerary planning,0,apr,0.49
NY,Itinerary planning,0,apr,0.62
WI,Server infrastructure,1,apr,1.15
SC,Server infrastructure,1,apr,0.76
LA,Server infrastructure,1,apr,0.6
MS,Server infrastructure,1,apr,1.05
DC,Server infrastructure,1,apr,0.46
NE,Server infrastructure,1,apr,1.04
AZ,Server infrastructure,1,apr,0.92
NY,Server infrastructure,1,apr,0.71
VA,Self-hosting,0,apr,0.13
MO,Self-hosting,0,apr,0.37
AZ,Self-hosting,0,apr,0.13
MA,Fashion shopping,1,apr,0.48
OH,Fashion shopping,1,apr,0.44
MO,Fashion shopping,1,apr,0.37
DC,Fashion shopping,1,apr,0.61
MN,Science,1,apr,0.7
CO,Science,1,apr,0.63
KS,Science,1,apr,0.64
DC,Science,1,apr,0.61
MO,Science,1,apr,0.62
IA,Science,1,apr,1.47
GA,Trivia identification,0,apr,0.13
NC,Trivia identification,0,apr,0.14
NY,Trivia identification,0,apr,0.16
WA,Trivia identification,0,apr,0.17
NV,Nutrition,0,apr,0.37
GA,Nutrition,0,apr,0.41
VA,Nutrition,0,apr,0.44
DC,Nutrition,0,apr,0.42
NY,Nutrition,0,apr,0.65
WI,Education and learning — other,1,apr,0.63
IN,Education and learning — other,1,apr,0.61
MN,Education and learning — other,1,apr,0.52
KY,Education and learning — other,1,apr,0.73
LA,Education and learning — other,1,apr,0.71
PA,Education and learning — other,1,apr,0.48
MI,Education and learning — other,1,apr,0.51
GA,Media system setup,0,apr,0.08
NY,Social science research,0,apr,0.13
OH,Social science research,0,apr,0.14
MA,Document summarization,0,apr,0.52
FL,Document summarization,0,apr,0.31
IL,Document summarization,0,apr,0.39
VA,Casual conversation,0,apr,0.94
IL,Casual conversation,0,apr,1.02
NY,Casual conversation,0,apr,0.98
GA,On-the-ground navigation,0,apr,0.14
AZ,Workflow state routing,0,apr,0.32
OH,Workflow state routing,0,apr,0.17
VA,Go-to-market,0,apr,0.17
MN,Go-to-market,0,apr,0.19
NY,Localization,0,apr,0.03
CO,Environment setup,0,apr,0.15
IL,Environment setup,0,apr,0.17
OK,Environment setup,0,apr,0.43
TN,PDF editing,0,apr,0.16
OH,PDF editing,0,apr,0.13
FL,PDF editing,0,apr,0.21
CO,Chemistry,0,apr,0.1
TX,Chemistry,0,apr,0.09
IL,Chemistry,0,apr,0.11
MA,Chemistry,0,apr,0.13
FL,Payroll benefits,0,apr,0.04
CA,Dietary restrictions,0,apr,0.02
CO,Restaurant recommendations,0,apr,0.09
GA,Restaurant recommendations,0,apr,0.13
IL,Restaurant recommendations,0,apr,0.13
CA,Literature screening,0,apr,0.04
KY,Home renovation,1,apr,0.88
NJ,Home renovation,1,apr,0.72
CT,Home renovation,1,apr,0.64
MN,Home renovation,1,apr,0.76
GA,Legal profession,0,apr,0.12
NJ,Job interviews,0,apr,0.73
CA,Cost estimation,0,apr,0.01
PA,Appliance cooking,0,apr,0.08
TX,Enterprise IT administration,0,apr,0.06
NY,Combinatorics,0,apr,0.03
NY,Geography,0,apr,0.05
AZ,Naming,0,apr,0.23
NY,Naming,0,apr,0.18
CO,Announcements,0,apr,0.18
OH,Announcements,0,apr,0.12
TX,Exercise science,0,apr,0.08
WA,Coverage questions,0,apr,0.07
TX,Coffee brewing,0,apr,0.04
WA,Business correspondence,0,apr,1.74
WI,Business correspondence,0,apr,1.82
RI,Business correspondence,0,apr,2.32
OK,Business correspondence,0,apr,1.65
CO,Business correspondence,0,apr,2.33
TX,Numerology,0,apr,0.06
SC,Structured drafting,0,apr,0.42
TN,Structured drafting,0,apr,0.41
WI,Structured drafting,0,apr,0.65
MI,Structured drafting,0,apr,0.54
MO,Business ideation,1,apr,0.45
AL,Business ideation,1,apr,0.48
CT,Business ideation,1,apr,0.26
KS,Thesis writing,0,apr,0.71
NY,Thesis writing,0,apr,0.77
MD,Thesis writing,0,apr,0.73
TX,Thesis writing,0,apr,0.6
UT,Thesis writing,0,apr,0.45
MI,Thesis writing,0,apr,0.75
RI,Thesis writing,0,apr,1.34
MD,Financial modeling,0,apr,0.36
CO,Financial modeling,0,apr,0.47
UT,Financial modeling,0,apr,0.47
IL,Betting and Probability,0,apr,0.1
FL,Betting and Probability,0,apr,0.18
OR,Grant writing,0,apr,0.21
MN,Grant writing,0,apr,0.27
IL,Grant writing,0,apr,0.13
FL,Grant writing,0,apr,0.2
TN,Grant writing,0,apr,0.24
VA,Grant writing,0,apr,0.31
NY,Photography critique,0,apr,0.04
FL,Personal development,0,apr,0.2
NV,Personal development,0,apr,0.24
NJ,Personal development,0,apr,0.14
PA,Personal development,0,apr,0.19
NY,Personal development,0,apr,0.22
GA,Personal development,0,apr,0.19
CO,Personal development,0,apr,0.14
CT,Personal development,0,apr,0.24
NY,Circuit analysis,0,apr,0.05
IL,Circuit analysis,0,apr,0.08
OH,Salary benchmarks,0,may,0.16
FL,Entertainment venues,0,may,0.05
CA,Entertainment venues,0,may,0.03
NC,Workplace messaging,0,may,0.2
IL,Workplace messaging,0,may,0.18
AZ,Workplace messaging,0,may,0.13
TX,Workplace messaging,0,may,0.18
IN,Workplace messaging,0,may,0.22
NY,Workplace messaging,0,may,0.2
CA,Digital products,0,may,0.05
NJ,Digital products,0,may,0.08
NC,Digital products,0,may,0.14
WA,Forms and documents,0,may,0.09
CA,Forms and documents,0,may,0.07
OR,Speech writing,0,may,0.21
NC,Speech writing,0,may,0.19
NJ,Speech writing,0,may,0.2
MD,Speech writing,0,may,0.29
CO,Device setup,1,may,0.28
GA,Device setup,1,may,0.22
CT,Device setup,1,may,0.22
MO,Device setup,1,may,0.23
TX,Investigative reporting,0,may,0.1
GA,Investigative reporting,0,may,0.1
TN,Grant writing,1,may,0.22
UT,Grant writing,1,may,0.24
CA,Grant writing,1,may,0.25
TX,Learning asset production,0,may,0.04
KY,Hobbies and lifestyle — other,1,may,0.85
WI,Hobbies and lifestyle — other,1,may,0.67
PA,Hobbies and lifestyle — other,1,may,0.56
GA,Hobbies and lifestyle — other,1,may,0.47
MI,Hobbies and lifestyle — other,1,may,0.58
MA,Criminal and property law,1,may,0.2
FL,Criminal and property law,1,may,0.21
CT,Criminal and property law,1,may,0.24
PA,Criminal and property law,1,may,0.17
GA,Criminal and property law,1,may,0.25
OH,Structural feedback,0,may,0.29
MO,Structural feedback,0,may,0.31
PA,Structural feedback,0,may,0.31
TX,Structural feedback,0,may,0.16
WA,Structural feedback,0,may,0.32
NY,Structural feedback,0,may,0.36
MD,Structural feedback,0,may,0.24
IL,3D modeling,0,may,0.07
NJ,3D modeling,0,may,0.09
FL,Psychology concepts,0,may,0.08
OR,Company and deal research,1,may,0.34
TN,Company and deal research,1,may,0.48
MN,Company and deal research,1,may,0.53
CA,Security configuration,0,may,0.01
MD,Project tracking,0,may,0.39
MA,Project tracking,0,may,0.36
NC,Project tracking,0,may,0.42
CO,Project tracking,0,may,0.65
VA,Project tracking,0,may,0.4
LA,API debugging,0,may,0.36
MN,API debugging,0,may,0.37
PA,API debugging,0,may,0.33
NY,API debugging,0,may,0.26
IN,API debugging,0,may,0.45
NC,API debugging,0,may,0.35
CT,API debugging,0,may,0.38
MO,API debugging,0,may,0.31
TX,API debugging,0,may,0.33
CA,Module design,0,may,0.04
PA,Marketplace deals,0,may,0.08
CA,Marketplace deals,0,may,0.07
PA,Sales intelligence,0,may,0.08
NJ,Flights,0,may,0.13
OH,Flights,0,may,0.12
CT,Invoicing,0,may,0.24
WA,Invoicing,0,may,0.26
AZ,Invoicing,0,may,0.23
MN,Invoicing,0,may,0.21
FL,Invoicing,0,may,0.35
MO,Invoicing,0,may,0.24
TX,Regulatory rules,1,may,0.27
AZ,Regulatory rules,1,may,0.24
NY,Regulatory rules,1,may,0.24
MD,Regulatory rules,1,may,0.23
ID,Politics and public record,1,may,0.5
MD,Politics and public record,1,may,0.6
CA,Politics and public record,1,may,0.5
NC,Politics and public record,1,may,0.39
NH,Politics and public record,1,may,0.5
TX,Politics and public record,1,may,0.43
OK,Gardening,0,may,0.6
WI,Gardening,0,may,0.75
NC,Gardening,0,may,0.37
TN,Gardening,0,may,0.42
DC,Real estate search,0,may,0.24
PA,Real estate search,0,may,0.19
IL,Real estate search,0,may,0.19
NC,Real estate search,0,may,0.26
TX,Real estate search,0,may,0.19
NV,Real estate search,0,may,0.18
NY,Nominations,0,may,0.03
NY,AI model comparisons,0,may,0.1
NY,Taxonomy tagging,1,may,0.03
TX,Taxonomy tagging,1,may,0.04
AZ,AI product development,0,may,0.26
NC,AI product development,0,may,0.26
CA,AI product development,0,may,0.24
TX,Salary benchmarks,0,may,0.17
GA,Salary benchmarks,0,may,0.17
NY,Salary benchmarks,0,may,0.16
IL,Entertainment venues,0,may,0.07
MI,Workplace messaging,0,may,0.17
CO,Workplace messaging,0,may,0.21
MD,Workplace messaging,0,may,0.21
VA,Forms and documents,0,may,0.07
MA,Forms and documents,0,may,0.06
FL,Forms and documents,0,may,0.1
MO,Speech writing,0,may,0.22
DC,Speech writing,0,may,0.4
MI,Speech writing,0,may,0.19
MD,Device setup,1,may,0.17
AZ,Device setup,1,may,0.26
UT,Device setup,1,may,0.21
MN,Device setup,1,may,0.15
IL,Investigative reporting,0,may,0.06
TX,Real estate careers,0,may,0.04
WI,Grant writing,1,may,0.23
FL,Grant writing,1,may,0.24
IL,Grant writing,1,may,0.27
SC,Grant writing,1,may,0.35
MA,Research hypothesis generation,0,may,0.13
NC,Research hypothesis generation,0,may,0.06
IL,Social benefits,0,may,0.05
TX,Social benefits,0,may,0.02
CA,Social benefits,0,may,0.03
NY,Audience research,0,may,0.05
CA,Audience research,0,may,0.05
OK,Hobbies and lifestyle — other,1,may,0.75
NC,Hobbies and lifestyle — other,1,may,0.55
TX,Hobbies and lifestyle — other,1,may,0.51
NE,Hobbies and lifestyle — other,1,may,0.87
MA,Hobbies and lifestyle — other,1,may,0.38
ID,Hobbies and lifestyle — other,1,may,0.65
MN,Hobbies and lifestyle — other,1,may,0.67
IL,Hobbies and lifestyle — other,1,may,0.42
GA,Structural feedback,0,may,0.15
IL,Structural feedback,0,may,0.26
MA,Structural feedback,0,may,0.47
CO,Structural feedback,0,may,0.31
CA,3D modeling,0,may,0.09
CA,Psychology concepts,0,may,0.15
IN,Psychology concepts,0,may,0.18
NJ,Psychology concepts,0,may,0.14
PA,Psychology concepts,0,may,0.18
TX,Psychology concepts,0,may,0.11
FL,Company and deal research,1,may,0.61
IN,Company and deal research,1,may,0.42
WI,Company and deal research,1,may,0.43
NV,Company and deal research,1,may,0.44
GA,Company and deal research,1,may,0.59
AZ,Company and deal research,1,may,0.51
KS,Company and deal research,1,may,0.45
CO,Company and deal research,1,may,0.44
CT,Company and deal research,1,may,0.4
CT,Project tracking,0,may,0.42
CA,Project tracking,0,may,0.44
UT,Project tracking,0,may,0.76
IL,API debugging,0,may,0.34
VA,API debugging,0,may,0.29
NJ,API debugging,0,may,0.41
OH,API debugging,0,may,0.44
CA,API debugging,0,may,0.31
FL,API debugging,0,may,0.42
FL,Module design,0,may,0.03
NC,Marketplace deals,0,may,0.09
CA,Sales intelligence,0,may,0.07
TX,Sales intelligence,0,may,0.08
FL,Flights,0,may,0.14
PA,Invoicing,0,may,0.24
CO,Invoicing,0,may,0.25
NC,Regulatory rules,1,may,0.22
PA,Regulatory rules,1,may,0.18
UT,Politics and public record,1,may,0.41
GA,Gardening,0,may,0.38
CA,Gardening,0,may,0.29
MN,Gardening,0,may,0.88
NJ,Gardening,0,may,0.38
UT,Gardening,0,may,0.5
NM,Gardening,0,may,0.73
MD,Gardening,0,may,0.45
GA,Real estate search,0,may,0.18
OR,Real estate search,0,may,0.19
WI,Real estate search,0,may,0.25
FL,Real estate search,0,may,0.25
AZ,Real estate search,0,may,0.14
OH,Real estate search,0,may,0.13
MI,Real estate search,0,may,0.17
CA,AI model comparisons,0,may,0.14
OH,AI model comparisons,0,may,0.15
FL,Taxonomy tagging,1,may,0.05
MI,Casual conversation,0,apr,1.11
MA,Casual conversation,0,apr,0.95
DC,Casual conversation,0,apr,0.83
KY,Casual conversation,0,apr,1
CA,Casual conversation,0,apr,1.05
HI,Casual conversation,0,apr,1.17
NY,On-the-ground navigation,0,apr,0.2
AZ,On-the-ground navigation,0,apr,0.22
NC,On-the-ground navigation,0,apr,0.14
WA,Workflow state routing,0,apr,0.28
GA,Go-to-market,0,apr,0.22
CO,Go-to-market,0,apr,0.19
GA,Environment setup,0,apr,0.17
NC,Environment setup,0,apr,0.14
MD,Environment setup,0,apr,0.16
MA,Environment setup,0,apr,0.13
AZ,Environment setup,0,apr,0.21
WA,Environment setup,0,apr,0.15
VA,Environment setup,0,apr,0.22
MI,Environment setup,0,apr,0.14
CA,PDF editing,0,apr,0.16
NJ,PDF editing,0,apr,0.15
PA,PDF editing,0,apr,0.13
VA,PDF editing,0,apr,0.19
WA,PDF editing,0,apr,0.1
VA,Account setup,1,apr,0.09
WA,Account setup,1,apr,0.1
NY,Account setup,1,apr,0.06
WA,Chemistry,0,apr,0.11
MI,Chemistry,0,apr,0.13
FL,Chemistry,0,apr,0.09
NC,Chemistry,0,apr,0.11
OH,Slide editing,0,apr,0.14
MA,Slide editing,0,apr,0.14
CA,Account provisioning,0,apr,0.01
WA,Restaurant recommendations,0,apr,0.1
UT,Home renovation,1,apr,0.66
NV,Home renovation,1,apr,0.52
HI,Home renovation,1,apr,0.69
MO,Home renovation,1,apr,0.71
MD,Home renovation,1,apr,0.74
WI,Home renovation,1,apr,0.93
OH,Home renovation,1,apr,0.9
NM,Home renovation,1,apr,1.1
IL,Legal profession,0,apr,0.09
PA,Legal profession,0,apr,0.15
TX,Legal profession,0,apr,0.1
GA,Version control,0,apr,0.09
VA,Job interviews,0,apr,0.5
WA,Job interviews,0,apr,1.02
FL,Job interviews,0,apr,0.22
GA,Job interviews,0,apr,0.41
TX,Job interviews,0,apr,0.55
CA,Job interviews,0,apr,0.64
WI,Trend tracking,1,apr,0.53
NJ,Trend tracking,1,apr,0.91
